variable,Long,column,DataPack file,year
Age By Sex,Age Years 20 2021 Census Persons,Age_20_C21_P,T03B,2021
Age By Sex,Age Years 21 2011 Census Males,Age_21_C11_M,T03B,2011
Age By Sex,Age Years 21 2011 Census Females,Age_21_C11_F,T03B,2011
Age By Sex,Age Years 21 2011 Census Persons,Age_21_C11_P,T03B,2011
Age By Sex,Age Years 21 2016 Census Males,Age_21_C16_M,T03B,2016
Age By Sex,Age Years 21 2016 Census Females,Age_21_C16_F,T03B,2016
Age By Sex,Age Years 21 2016 Census Persons,Age_21_C16_P,T03B,2016
Age By Sex,Age Years 21 2021 Census Males,Age_21_C21_M,T03B,2021
Age By Sex,Age Years 21 2021 Census Females,Age_21_C21_F,T03B,2021
Age By Sex,Age Years 21 2021 Census Persons,Age_21_C21_P,T03B,2021
Age By Sex,Age Years 22 2011 Census Males,Age_22_C11_M,T03B,2011
Age By Sex,Age Years 22 2011 Census Females,Age_22_C11_F,T03B,2011
Age By Sex,Age Years 22 2011 Census Persons,Age_22_C11_P,T03B,2011
Age By Sex,Age Years 22 2016 Census Males,Age_22_C16_M,T03B,2016
Age By Sex,Age Years 22 2016 Census Females,Age_22_C16_F,T03B,2016
Age By Sex,Age Years 22 2016 Census Persons,Age_22_C16_P,T03B,2016
Age By Sex,Age Years 22 2021 Census Males,Age_22_C21_M,T03B,2021
Age By Sex,Age Years 22 2021 Census Females,Age_22_C21_F,T03B,2021
Age By Sex,Age Years 22 2021 Census Persons,Age_22_C21_P,T03B,2021
Age By Sex,Age Years 23 2011 Census Males,Age_23_C11_M,T03B,2011
Age By Sex,Age Years 23 2011 Census Females,Age_23_C11_F,T03B,2011
Age By Sex,Age Years 23 2011 Census Persons,Age_23_C11_P,T03B,2011
Age By Sex,Age Years 23 2016 Census Males,Age_23_C16_M,T03B,2016
Age By Sex,Age Years 23 2016 Census Females,Age_23_C16_F,T03B,2016
Age By Sex,Age Years 23 2016 Census Persons,Age_23_C16_P,T03B,2016
Age By Sex,Age Years 23 2021 Census Males,Age_23_C21_M,T03B,2021
Age By Sex,Age Years 23 2021 Census Females,Age_23_C21_F,T03B,2021
Age By Sex,Age Years 23 2021 Census Persons,Age_23_C21_P,T03B,2021
Age By Sex,Age Years 24 2011 Census Males,Age_24_C11_M,T03B,2011
Age By Sex,Age Years 24 2011 Census Females,Age_24_C11_F,T03B,2011
Age By Sex,Age Years 24 2011 Census Persons,Age_24_C11_P,T03B,2011
Age By Sex,Age Years 24 2016 Census Males,Age_24_C16_M,T03B,2016
Age By Sex,Age Years 24 2016 Census Females,Age_24_C16_F,T03B,2016
Age By Sex,Age Years 24 2016 Census Persons,Age_24_C16_P,T03B,2016
Age By Sex,Age Years 24 2021 Census Males,Age_24_C21_M,T03B,2021
Age By Sex,Age Years 24 2021 Census Females,Age_24_C21_F,T03B,2021
Age By Sex,Age Years 24 2021 Census Persons,Age_24_C21_P,T03B,2021
Age By Sex,Age Years 20 24 Years 2011 Census Males,Age_20_24_C11_M,T03B,2011
Age By Sex,Age Years 20 24 Years 2011 Census Females,Age_20_24_C11_F,T03B,2011
Age By Sex,Age Years 20 24 Years 2011 Census Persons,Age_20_24_C11_P,T03B,2011
Age By Sex,Age Years 20 24 Years 2016 Census Males,Age_20_24_C16_M,T03B,2016
Age By Sex,Age Years 20 24 Years 2016 Census Females,Age_20_24_C16_F,T03B,2016
Age By Sex,Age Years 20 24 Years 2016 Census Persons,Age_20_24_C16_P,T03B,2016
Age By Sex,Age Years 20 24 Years 2021 Census Males,Age_20_24_C21_M,T03B,2021
Age By Sex,Age Years 20 24 Years 2021 Census Females,Age_20_24_C21_F,T03B,2021
Age By Sex,Age Years 20 24 Years 2021 Census Persons,Age_20_24_C21_P,T03B,2021
Age By Sex,Age Years 25 2011 Census Males,Age_25_C11_M,T03B,2011
Age By Sex,Age Years 25 2011 Census Females,Age_25_C11_F,T03B,2011
Age By Sex,Age Years 25 2011 Census Persons,Age_25_C11_P,T03B,2011
Age By Sex,Age Years 25 2016 Census Males,Age_25_C16_M,T03B,2016
Age By Sex,Age Years 25 2016 Census Females,Age_25_C16_F,T03B,2016
Age By Sex,Age Years 25 2016 Census Persons,Age_25_C16_P,T03B,2016
Age By Sex,Age Years 25 2021 Census Males,Age_25_C21_M,T03B,2021
Age By Sex,Age Years 25 2021 Census Females,Age_25_C21_F,T03B,2021
Age By Sex,Age Years 25 2021 Census Persons,Age_25_C21_P,T03B,2021
Age By Sex,Age Years 26 2011 Census Males,Age_26_C11_M,T03B,2011
Age By Sex,Age Years 26 2011 Census Females,Age_26_C11_F,T03B,2011
Age By Sex,Age Years 26 2011 Census Persons,Age_26_C11_P,T03B,2011
Age By Sex,Age Years 26 2016 Census Males,Age_26_C16_M,T03B,2016
Age By Sex,Age Years 26 2016 Census Females,Age_26_C16_F,T03B,2016
Age By Sex,Age Years 26 2016 Census Persons,Age_26_C16_P,T03B,2016
Age By Sex,Age Years 26 2021 Census Males,Age_26_C21_M,T03B,2021
Age By Sex,Age Years 26 2021 Census Females,Age_26_C21_F,T03B,2021
Age By Sex,Age Years 26 2021 Census Persons,Age_26_C21_P,T03B,2021
Age By Sex,Age Years 27 2011 Census Males,Age_27_C11_M,T03B,2011
Age By Sex,Age Years 27 2011 Census Females,Age_27_C11_F,T03B,2011
Age By Sex,Age Years 27 2011 Census Persons,Age_27_C11_P,T03B,2011
Age By Sex,Age Years 27 2016 Census Males,Age_27_C16_M,T03B,2016
Age By Sex,Age Years 27 2016 Census Females,Age_27_C16_F,T03B,2016
Age By Sex,Age Years 27 2016 Census Persons,Age_27_C16_P,T03B,2016
Age By Sex,Age Years 27 2021 Census Males,Age_27_C21_M,T03B,2021
Age By Sex,Age Years 27 2021 Census Females,Age_27_C21_F,T03B,2021
Age By Sex,Age Years 27 2021 Census Persons,Age_27_C21_P,T03B,2021
Age By Sex,Age Years 28 2011 Census Males,Age_28_C11_M,T03B,2011
Age By Sex,Age Years 28 2011 Census Females,Age_28_C11_F,T03B,2011
Age By Sex,Age Years 28 2011 Census Persons,Age_28_C11_P,T03B,2011
Age By Sex,Age Years 28 2016 Census Males,Age_28_C16_M,T03B,2016
Age By Sex,Age Years 28 2016 Census Females,Age_28_C16_F,T03B,2016
Age By Sex,Age Years 28 2016 Census Persons,Age_28_C16_P,T03B,2016
Age By Sex,Age Years 28 2021 Census Males,Age_28_C21_M,T03B,2021
Age By Sex,Age Years 28 2021 Census Females,Age_28_C21_F,T03B,2021
Age By Sex,Age Years 28 2021 Census Persons,Age_28_C21_P,T03B,2021
Age By Sex,Age Years 29 2011 Census Males,Age_29_C11_M,T03B,2011
Age By Sex,Age Years 29 2011 Census Females,Age_29_C11_F,T03B,2011
Age By Sex,Age Years 29 2011 Census Persons,Age_29_C11_P,T03B,2011
Age By Sex,Age Years 29 2016 Census Males,Age_29_C16_M,T03B,2016
Age By Sex,Age Years 29 2016 Census Females,Age_29_C16_F,T03B,2016
Age By Sex,Age Years 29 2016 Census Persons,Age_29_C16_P,T03B,2016
Age By Sex,Age Years 29 2021 Census Males,Age_29_C21_M,T03B,2021
Age By Sex,Age Years 29 2021 Census Females,Age_29_C21_F,T03B,2021
Age By Sex,Age Years 29 2021 Census Persons,Age_29_C21_P,T03B,2021
Age By Sex,Age Years 25 29 Years 2011 Census Males,Age_25_29_C11_M,T03B,2011
Age By Sex,Age Years 25 29 Years 2011 Census Females,Age_25_29_C11_F,T03B,2011
Age By Sex,Age Years 25 29 Years 2011 Census Persons,Age_25_29_C11_P,T03B,2011
Age By Sex,Age Years 25 29 Years 2016 Census Males,Age_25_29_C16_M,T03B,2016
Age By Sex,Age Years 25 29 Years 2016 Census Females,Age_25_29_C16_F,T03B,2016
Age By Sex,Age Years 25 29 Years 2016 Census Persons,Age_25_29_C16_P,T03B,2016
Age By Sex,Age Years 25 29 Years 2021 Census Males,Age_25_29_C21_M,T03B,2021
Age By Sex,Age Years 25 29 Years 2021 Census Females,Age_25_29_C21_F,T03B,2021
Age By Sex,Age Years 25 29 Years 2021 Census Persons,Age_25_29_C21_P,T03B,2021
Age By Sex,Age Years 30 2011 Census Males,Age_30_C11_M,T03B,2011
Age By Sex,Age Years 30 2011 Census Females,Age_30_C11_F,T03B,2011
Age By Sex,Age Years 30 2011 Census Persons,Age_30_C11_P,T03B,2011
Age By Sex,Age Years 30 2016 Census Males,Age_30_C16_M,T03B,2016
Age By Sex,Age Years 30 2016 Census Females,Age_30_C16_F,T03B,2016
Age By Sex,Age Years 30 2016 Census Persons,Age_30_C16_P,T03B,2016
Age By Sex,Age Years 30 2021 Census Males,Age_30_C21_M,T03B,2021
Age By Sex,Age Years 30 2021 Census Females,Age_30_C21_F,T03B,2021
Age By Sex,Age Years 30 2021 Census Persons,Age_30_C21_P,T03B,2021
Age By Sex,Age Years 31 2011 Census Males,Age_31_C11_M,T03B,2011
Age By Sex,Age Years 31 2011 Census Females,Age_31_C11_F,T03B,2011
Age By Sex,Age Years 31 2011 Census Persons,Age_31_C11_P,T03B,2011
Age By Sex,Age Years 31 2016 Census Males,Age_31_C16_M,T03B,2016
Age By Sex,Age Years 31 2016 Census Females,Age_31_C16_F,T03B,2016
Age By Sex,Age Years 31 2016 Census Persons,Age_31_C16_P,T03B,2016
Age By Sex,Age Years 31 2021 Census Males,Age_31_C21_M,T03B,2021
Age By Sex,Age Years 31 2021 Census Females,Age_31_C21_F,T03B,2021
Age By Sex,Age Years 31 2021 Census Persons,Age_31_C21_P,T03B,2021
Age By Sex,Age Years 32 2011 Census Males,Age_32_C11_M,T03B,2011
Age By Sex,Age Years 32 2011 Census Females,Age_32_C11_F,T03B,2011
Age By Sex,Age Years 32 2011 Census Persons,Age_32_C11_P,T03B,2011
Age By Sex,Age Years 32 2016 Census Males,Age_32_C16_M,T03B,2016
Age By Sex,Age Years 32 2016 Census Females,Age_32_C16_F,T03B,2016
Age By Sex,Age Years 32 2016 Census Persons,Age_32_C16_P,T03B,2016
Age By Sex,Age Years 32 2021 Census Males,Age_32_C21_M,T03B,2021
Age By Sex,Age Years 32 2021 Census Females,Age_32_C21_F,T03B,2021
Age By Sex,Age Years 32 2021 Census Persons,Age_32_C21_P,T03B,2021
Age By Sex,Age Years 33 2011 Census Males,Age_33_C11_M,T03B,2011
Age By Sex,Age Years 33 2011 Census Females,Age_33_C11_F,T03B,2011
Age By Sex,Age Years 33 2011 Census Persons,Age_33_C11_P,T03B,2011
Age By Sex,Age Years 33 2016 Census Males,Age_33_C16_M,T03B,2016
Age By Sex,Age Years 33 2016 Census Females,Age_33_C16_F,T03B,2016
Age By Sex,Age Years 33 2016 Census Persons,Age_33_C16_P,T03B,2016
Age By Sex,Age Years 33 2021 Census Males,Age_33_C21_M,T03B,2021
Age By Sex,Age Years 33 2021 Census Females,Age_33_C21_F,T03B,2021
Age By Sex,Age Years 33 2021 Census Persons,Age_33_C21_P,T03B,2021
Age By Sex,Age Years 34 2011 Census Males,Age_34_C11_M,T03B,2011
Age By Sex,Age Years 34 2011 Census Females,Age_34_C11_F,T03B,2011
Age By Sex,Age Years 34 2011 Census Persons,Age_34_C11_P,T03B,2011
Age By Sex,Age Years 34 2016 Census Males,Age_34_C16_M,T03B,2016
Age By Sex,Age Years 34 2016 Census Females,Age_34_C16_F,T03B,2016
Age By Sex,Age Years 34 2016 Census Persons,Age_34_C16_P,T03B,2016
Age By Sex,Age Years 34 2021 Census Males,Age_34_C21_M,T03B,2021
Age By Sex,Age Years 34 2021 Census Females,Age_34_C21_F,T03B,2021
Age By Sex,Age Years 34 2021 Census Persons,Age_34_C21_P,T03B,2021
Age By Sex,Age Years 30 34 Years 2011 Census Males,Age_30_34_C11_M,T03B,2011
Age By Sex,Age Years 30 34 Years 2011 Census Females,Age_30_34_C11_F,T03B,2011
Age By Sex,Age Years 30 34 Years 2011 Census Persons,Age_30_34_C11_P,T03B,2011
Age By Sex,Age Years 30 34 Years 2016 Census Males,Age_30_34_C16_M,T03B,2016
Age By Sex,Age Years 30 34 Years 2016 Census Females,Age_30_34_C16_F,T03B,2016
Age By Sex,Age Years 30 34 Years 2016 Census Persons,Age_30_34_C16_P,T03B,2016
Age By Sex,Age Years 30 34 Years 2021 Census Males,Age_30_34_C21_M,T03B,2021
Age By Sex,Age Years 30 34 Years 2021 Census Females,Age_30_34_C21_F,T03B,2021
Age By Sex,Age Years 30 34 Years 2021 Census Persons,Age_30_34_C21_P,T03B,2021
Age By Sex,Age Years 35 2011 Census Males,Age_35_C11_M,T03B,2011
Age By Sex,Age Years 35 2011 Census Females,Age_35_C11_F,T03B,2011
Age By Sex,Age Years 35 2011 Census Persons,Age_35_C11_P,T03B,2011
Age By Sex,Age Years 35 2016 Census Males,Age_35_C16_M,T03B,2016
Age By Sex,Age Years 35 2016 Census Females,Age_35_C16_F,T03B,2016
Age By Sex,Age Years 35 2016 Census Persons,Age_35_C16_P,T03B,2016
Age By Sex,Age Years 35 2021 Census Males,Age_35_C21_M,T03B,2021
Age By Sex,Age Years 35 2021 Census Females,Age_35_C21_F,T03B,2021
Age By Sex,Age Years 35 2021 Census Persons,Age_35_C21_P,T03B,2021
Age By Sex,Age Years 36 2011 Census Males,Age_36_C11_M,T03B,2011
Age By Sex,Age Years 36 2011 Census Females,Age_36_C11_F,T03B,2011
Age By Sex,Age Years 36 2011 Census Persons,Age_36_C11_P,T03B,2011
Age By Sex,Age Years 36 2016 Census Males,Age_36_C16_M,T03B,2016
Age By Sex,Age Years 36 2016 Census Females,Age_36_C16_F,T03B,2016
Age By Sex,Age Years 36 2016 Census Persons,Age_36_C16_P,T03B,2016
Age By Sex,Age Years 36 2021 Census Males,Age_36_C21_M,T03B,2021
Age By Sex,Age Years 36 2021 Census Females,Age_36_C21_F,T03B,2021
Age By Sex,Age Years 36 2021 Census Persons,Age_36_C21_P,T03B,2021
Age By Sex,Age Years 37 2011 Census Males,Age_37_C11_M,T03B,2011
Age By Sex,Age Years 37 2011 Census Females,Age_37_C11_F,T03B,2011
Age By Sex,Age Years 37 2011 Census Persons,Age_37_C11_P,T03B,2011
Age By Sex,Age Years 37 2016 Census Males,Age_37_C16_M,T03B,2016
Age By Sex,Age Years 0 2011 Census Males,Age_0_C11_M,T03A,2011
Age By Sex,Age Years 0 2011 Census Females,Age_0_C11_F,T03A,2011
Age By Sex,Age Years 0 2011 Census Persons,Age_0_C11_P,T03A,2011
Age By Sex,Age Years 0 2016 Census Males,Age_0_C16_M,T03A,2016
Age By Sex,Age Years 0 2016 Census Females,Age_0_C16_F,T03A,2016
Age By Sex,Age Years 0 2016 Census Persons,Age_0_C16_P,T03A,2016
Age By Sex,Age Years 0 2021 Census Males,Age_0_C21_M,T03A,2021
Age By Sex,Age Years 0 2021 Census Females,Age_0_C21_F,T03A,2021
Age By Sex,Age Years 0 2021 Census Persons,Age_0_C21_P,T03A,2021
Age By Sex,Age Years 1 2011 Census Males,Age_1_C11_M,T03A,2011
Age By Sex,Age Years 1 2011 Census Females,Age_1_C11_F,T03A,2011
Age By Sex,Age Years 1 2011 Census Persons,Age_1_C11_P,T03A,2011
Age By Sex,Age Years 1 2016 Census Males,Age_1_C16_M,T03A,2016
Age By Sex,Age Years 1 2016 Census Females,Age_1_C16_F,T03A,2016
Age By Sex,Age Years 1 2016 Census Persons,Age_1_C16_P,T03A,2016
Age By Sex,Age Years 1 2021 Census Males,Age_1_C21_M,T03A,2021
Age By Sex,Age Years 1 2021 Census Females,Age_1_C21_F,T03A,2021
Age By Sex,Age Years 1 2021 Census Persons,Age_1_C21_P,T03A,2021
Age By Sex,Age Years 2 2011 Census Males,Age_2_C11_M,T03A,2011
Age By Sex,Age Years 2 2011 Census Females,Age_2_C11_F,T03A,2011
Age By Sex,Age Years 2 2011 Census Persons,Age_2_C11_P,T03A,2011
Age By Sex,Age Years 2 2016 Census Males,Age_2_C16_M,T03A,2016
Age By Sex,Age Years 2 2016 Census Females,Age_2_C16_F,T03A,2016
Age By Sex,Age Years 2 2016 Census Persons,Age_2_C16_P,T03A,2016
Age By Sex,Age Years 2 2021 Census Males,Age_2_C21_M,T03A,2021
Age By Sex,Age Years 2 2021 Census Females,Age_2_C21_F,T03A,2021
Age By Sex,Age Years 2 2021 Census Persons,Age_2_C21_P,T03A,2021
Age By Sex,Age Years 3 2011 Census Males,Age_3_C11_M,T03A,2011
Age By Sex,Age Years 3 2011 Census Females,Age_3_C11_F,T03A,2011
Age By Sex,Age Years 3 2011 Census Persons,Age_3_C11_P,T03A,2011
Age By Sex,Age Years 3 2016 Census Males,Age_3_C16_M,T03A,2016
Age By Sex,Age Years 3 2016 Census Females,Age_3_C16_F,T03A,2016
Age By Sex,Age Years 3 2016 Census Persons,Age_3_C16_P,T03A,2016
Age By Sex,Age Years 3 2021 Census Males,Age_3_C21_M,T03A,2021
Age By Sex,Age Years 3 2021 Census Females,Age_3_C21_F,T03A,2021
Age By Sex,Age Years 3 2021 Census Persons,Age_3_C21_P,T03A,2021
Age By Sex,Age Years 4 2011 Census Males,Age_4_C11_M,T03A,2011
Age By Sex,Age Years 4 2011 Census Females,Age_4_C11_F,T03A,2011
Age By Sex,Age Years 4 2011 Census Persons,Age_4_C11_P,T03A,2011
Age By Sex,Age Years 4 2016 Census Males,Age_4_C16_M,T03A,2016
Age By Sex,Age Years 4 2016 Census Females,Age_4_C16_F,T03A,2016
Age By Sex,Age Years 4 2016 Census Persons,Age_4_C16_P,T03A,2016
Age By Sex,Age Years 4 2021 Census Males,Age_4_C21_M,T03A,2021
Age By Sex,Age Years 4 2021 Census Females,Age_4_C21_F,T03A,2021
Age By Sex,Age Years 4 2021 Census Persons,Age_4_C21_P,T03A,2021
Age By Sex,Age Years 0 4 Years 2011 Census Males,Age_0_4_C11_M,T03A,2011
Age By Sex,Age Years 0 4 Years 2011 Census Females,Age_0_4_C11_F,T03A,2011
Age By Sex,Age Years 0 4 Years 2011 Census Persons,Age_0_4_C11_P,T03A,2011
Age By Sex,Age Years 0 4 Years 2016 Census Males,Age_0_4_C16_M,T03A,2016
Age By Sex,Age Years 0 4 Years 2016 Census Females,Age_0_4_C16_F,T03A,2016
Age By Sex,Age Years 0 4 Years 2016 Census Persons,Age_0_4_C16_P,T03A,2016
Age By Sex,Age Years 0 4 Years 2021 Census Males,Age_0_4_C21_M,T03A,2021
Age By Sex,Age Years 0 4 Years 2021 Census Females,Age_0_4_C21_F,T03A,2021
Age By Sex,Age Years 0 4 Years 2021 Census Persons,Age_0_4_C21_P,T03A,2021
Age By Sex,Age Years 5 2011 Census Males,Age_5_C11_M,T03A,2011
Age By Sex,Age Years 5 2011 Census Females,Age_5_C11_F,T03A,2011
Age By Sex,Age Years 5 2011 Census Persons,Age_5_C11_P,T03A,2011
Age By Sex,Age Years 5 2016 Census Males,Age_5_C16_M,T03A,2016
Age By Sex,Age Years 5 2016 Census Females,Age_5_C16_F,T03A,2016
Age By Sex,Age Years 5 2016 Census Persons,Age_5_C16_P,T03A,2016
Age By Sex,Age Years 5 2021 Census Males,Age_5_C21_M,T03A,2021
Age By Sex,Age Years 5 2021 Census Females,Age_5_C21_F,T03A,2021
Age By Sex,Age Years 5 2021 Census Persons,Age_5_C21_P,T03A,2021
Age By Sex,Age Years 6 2011 Census Males,Age_6_C11_M,T03A,2011
Age By Sex,Age Years 6 2011 Census Females,Age_6_C11_F,T03A,2011
Age By Sex,Age Years 6 2011 Census Persons,Age_6_C11_P,T03A,2011
Age By Sex,Age Years 6 2016 Census Males,Age_6_C16_M,T03A,2016
Age By Sex,Age Years 6 2016 Census Females,Age_6_C16_F,T03A,2016
Age By Sex,Age Years 6 2016 Census Persons,Age_6_C16_P,T03A,2016
Age By Sex,Age Years 6 2021 Census Males,Age_6_C21_M,T03A,2021
Age By Sex,Age Years 6 2021 Census Females,Age_6_C21_F,T03A,2021
Age By Sex,Age Years 6 2021 Census Persons,Age_6_C21_P,T03A,2021
Age By Sex,Age Years 7 2011 Census Males,Age_7_C11_M,T03A,2011
Age By Sex,Age Years 7 2011 Census Females,Age_7_C11_F,T03A,2011
Age By Sex,Age Years 7 2011 Census Persons,Age_7_C11_P,T03A,2011
Age By Sex,Age Years 7 2016 Census Males,Age_7_C16_M,T03A,2016
Age By Sex,Age Years 7 2016 Census Females,Age_7_C16_F,T03A,2016
Age By Sex,Age Years 7 2016 Census Persons,Age_7_C16_P,T03A,2016
Age By Sex,Age Years 7 2021 Census Males,Age_7_C21_M,T03A,2021
Age By Sex,Age Years 7 2021 Census Females,Age_7_C21_F,T03A,2021
Age By Sex,Age Years 7 2021 Census Persons,Age_7_C21_P,T03A,2021
Age By Sex,Age Years 8 2011 Census Males,Age_8_C11_M,T03A,2011
Age By Sex,Age Years 8 2011 Census Females,Age_8_C11_F,T03A,2011
